STT3A_HUMAN	GO:0005575|0.619	GO:0110165|0.590	GO:0008150|0.734
M3K7_DROME	GO:0005575|0.780	GO:0110165|0.740	GO:0008150|0.786	GO:0009987|0.360
ACO11_SPOLI	GO:0005575|0.737	GO:0110165|0.697	GO:0008150|0.769
PLCL1_MOUSE	GO:0005575|0.798	GO:0110165|0.758	GO:0008150|0.861	GO:0009987|0.422
RM06_YEAST	GO:0005575|0.732	GO:0110165|0.718	GO:0008150|0.795	GO:0009987|0.327
FEV_RAT	GO:0005575|0.710	GO:0110165|0.654	GO:0008150|0.762
HIG1A_MOUSE	GO:0005575|0.667	GO:0110165|0.587	GO:0008150|0.725
DCXR_MOUSE	GO:0005575|0.603	GO:0110165|0.541	GO:0008150|0.713
RIBX_BACTN	GO:0005575|0.541	GO:0110165|0.510	GO:0008150|0.730
GMPPB_DANRE	GO:0005575|0.812	GO:0110165|0.793	GO:0008150|0.801	GO:0009987|0.364
SGS4_DROME	GO:0005575|0.876	GO:0110165|0.876	GO:0032501|0.311	GO:0008150|0.877	GO:0009987|0.471	GO:0050789|0.355	GO:0065007|0.355	GO:0005576|0.535
INTF_ECOLI	GO:0005575|0.797	GO:0110165|0.737	GO:0008150|0.794	GO:0009987|0.386
CAL_ARATH	GO:0005575|0.729	GO:0110165|0.670	GO:0008150|0.817	GO:0009987|0.356
PRR3_HUMAN	GO:0005575|0.821	GO:0110165|0.781	GO:0008150|0.836	GO:0009987|0.447
PHEX_MOUSE	GO:0005575|0.787	GO:0110165|0.758	GO:0008150|0.795	GO:0009987|0.370
PRP43_YEAST	GO:0005575|0.855	GO:0110165|0.832	GO:0008150|0.777	GO:0009987|0.326
THIK_ECOLI	GO:0005575|0.732	GO:0110165|0.732	GO:0008150|0.790	GO:0009987|0.352
MOR_MANSE	GO:0005575|0.891	GO:0110165|0.856	GO:0008150|0.746	GO:0016020|0.310	GO:0009987|0.301
IF4E2_SCHPO	GO:0005575|0.789	GO:0110165|0.760	GO:0008150|0.700	GO:0009987|0.308
ASAT1_ARATH	GO:0005575|0.768	GO:0110165|0.747	GO:0008150|0.852	GO:0009987|0.431
NET4A_ARATH	GO:0005575|0.808	GO:0110165|0.755	GO:0008150|0.717
EMP2_HUMAN	GO:0005575|0.643	GO:0110165|0.604	GO:0008150|0.792
GCS2_ECOLI	GO:0005575|0.596	GO:0110165|0.519	GO:0008150|0.834
NCPR3_ORYSJ	GO:0005575|0.754	GO:0110165|0.737	GO:0008150|0.751
STOP2_ARATH	GO:0005575|0.810	GO:0110165|0.784	GO:0008150|0.879	GO:0009987|0.433
TMN10_ARATH	GO:0005575|0.851	GO:0110165|0.807	GO:0008150|0.831	GO:0009987|0.377
TPT_ARATH	GO:0005575|0.761	GO:0110165|0.724	GO:0008150|0.694
RAGP1_HUMAN	GO:0005575|0.882	GO:0110165|0.875	GO:0008150|0.759	GO:0009987|0.368
TUTT_DROME	GO:0005575|0.813	GO:0110165|0.776	GO:0008150|0.816	GO:0009987|0.400
TRXB_ECOLI	GO:0005575|0.762	GO:0110165|0.722	GO:0008150|0.780
CXB1_RAT	GO:0005575|0.783	GO:0110165|0.734	GO:0008150|0.803	GO:0009987|0.302
DAA11_MOUSE	GO:0005575|0.866	GO:0110165|0.836	GO:0008150|0.715
PROTO_ORADR	GO:0005575|0.729	GO:0110165|0.671	GO:0008150|0.683
M3KSL_DROME	GO:0005575|0.794	GO:0110165|0.736	GO:0008150|0.908	GO:0009987|0.462
APOBR_HUMAN	GO:0005575|0.859	GO:0110165|0.827	GO:0008150|0.925	GO:0009987|0.663	GO:0050896|0.323	GO:0050789|0.685	GO:0065007|0.685	GO:0050794|0.448
ADRM1_MOUSE	GO:0005575|0.920	GO:0110165|0.883	GO:0008150|0.883	GO:0016020|0.327	GO:0005622|0.318	GO:0009987|0.557
KCNE3_HUMAN	GO:0005575|0.783	GO:0110165|0.727	GO:0008150|0.736
ZNT8_RAT	GO:0005575|0.773	GO:0110165|0.751	GO:0008150|0.869	GO:0009987|0.425
RS5B_SCHPO	GO:0005575|0.709	GO:0110165|0.625	GO:0008150|0.759	GO:0009987|0.322
BMP2K_MOUSE	GO:0005575|0.841	GO:0110165|0.823	GO:0008150|0.888	GO:0009987|0.506
LPLT2_CAEEL	GO:0005575|0.869	GO:0110165|0.860	GO:0008150|0.925	GO:0009987|0.561
OX26_RAT	GO:0005575|0.705	GO:0110165|0.645	GO:0008150|0.770
MLAC_ECOLI	GO:0005575|0.718	GO:0110165|0.660	GO:0008150|0.709
EPO_MOUSE	GO:0005575|0.800	GO:0110165|0.748	GO:0008150|0.855	GO:0009987|0.445
PTF1A_HUMAN	GO:0005575|0.779	GO:0110165|0.779	GO:0008150|0.909	GO:0009987|0.574
EPG5_DANRE	GO:0005575|0.844	GO:0110165|0.809	GO:0008150|0.891	GO:0009987|0.485
MPEG1_HUMAN	GO:0005575|0.737	GO:0110165|0.736	GO:0008150|0.870	GO:0009987|0.439
CDK1A_XENLA	GO:0005575|0.617	GO:0110165|0.579	GO:0008150|0.756
NCAP_I33A0	GO:0005575|0.706	GO:0110165|0.680	GO:0008150|0.782	GO:0009987|0.312
POF1_YEAST	GO:0005575|0.740	GO:0110165|0.700	GO:0008150|0.833	GO:0009987|0.384
NOGG2_DANRE	GO:0005575|0.827	GO:0110165|0.815	GO:0032501|0.312	GO:0008150|0.935	GO:0009987|0.600	GO:0050896|0.315
CUBN_MOUSE	GO:0005575|0.796	GO:0110165|0.745	GO:0008150|0.906	GO:0009987|0.498
RAA4A_ARATH	GO:0005575|0.589	GO:0110165|0.542	GO:0008150|0.689
GSTA1_MOUSE	GO:0005575|0.735	GO:0110165|0.655	GO:0008150|0.742	GO:0009987|0.319
KCNH7_RAT	GO:0005575|0.790	GO:0110165|0.760	GO:0008150|0.875	GO:0009987|0.433
HXT8_YEAST	GO:0005575|0.738	GO:0110165|0.661	GO:0008150|0.831	GO:0009987|0.335
SPZ2_DROME	GO:0005575|0.881	GO:0110165|0.835	GO:0008150|0.811	GO:0009987|0.396
PLYA_ASPNG	GO:0005575|0.700	GO:0110165|0.678	GO:0008150|0.710
ASCL2_RAT	GO:0005575|0.675	GO:0110165|0.632	GO:0008150|0.797
LECA_BIOPE	GO:0005575|0.686	GO:0110165|0.619	GO:0008150|0.830	GO:0009987|0.383
KT33A_HUMAN	GO:0005575|0.832	GO:0110165|0.781	GO:0008150|0.871	GO:0009987|0.418
MIRA_EMENI	GO:0005575|0.773	GO:0110165|0.754	GO:0008150|0.862	GO:0009987|0.385
SYTM_SCHPO	GO:0005575|0.686	GO:0110165|0.611	GO:0008150|0.783	GO:0009987|0.349
CD48A_ARATH	GO:0005575|0.693	GO:0110165|0.651	GO:0008150|0.720
SYD_ECOLI	GO:0005575|0.634	GO:0110165|0.590	GO:0008150|0.719
POTC_ECOLI	GO:0005575|0.710	GO:0110165|0.691	GO:0008150|0.859	GO:0009987|0.473
TET1_NAEGR	GO:0005575|0.779	GO:0110165|0.726	GO:0008150|0.844	GO:0009987|0.400
LIGI_COMTE	GO:0005575|0.696	GO:0110165|0.678	GO:0008150|0.755	GO:0009987|0.333
MEU10_SCHPO	GO:0005575|0.702	GO:0110165|0.643	GO:0008150|0.812	GO:0009987|0.393
E2AK1_SCHPO	GO:0005575|0.787	GO:0110165|0.762	GO:0008150|0.857	GO:0009987|0.381
CYNX_ECOLI	GO:0005575|0.694	GO:0110165|0.639	GO:0008150|0.824
DLRB1_HUMAN	GO:0005575|0.757	GO:0110165|0.705	GO:0008150|0.770	GO:0009987|0.330
FLRT1_HUMAN	GO:0005575|0.832	GO:0110165|0.801	GO:0008150|0.748	GO:0009987|0.319
IF4A3_MOUSE	GO:0005575|0.711	GO:0110165|0.636	GO:0008150|0.880	GO:0009987|0.495
PE38_NPVAC	GO:0005575|0.785	GO:0110165|0.734	GO:0008150|0.895	GO:0009987|0.514
VATD_HUMAN	GO:0005575|0.713	GO:0110165|0.642	GO:0008150|0.745	GO:0009987|0.307
AFB2_ARATH	GO:0005575|0.601	GO:0110165|0.509	GO:0008150|0.789	GO:0009987|0.307
CRERF_MOUSE	GO:0005575|0.845	GO:0110165|0.797	GO:0008150|0.829	GO:0009987|0.398
RHG24_MOUSE	GO:0005575|0.797	GO:0110165|0.711	GO:0008150|0.837	GO:0009987|0.391
ABCCD_DICDI	GO:0005575|0.772	GO:0110165|0.757	GO:0008150|0.898	GO:0009987|0.498
ASSY_RAT	GO:0005575|0.746	GO:0110165|0.714	GO:0003674|0.321	GO:0008150|0.820	GO:0009987|0.398
MOD5_HUMAN	GO:0005575|0.718	GO:0110165|0.689	GO:0008150|0.806	GO:0009987|0.380
YELA_DICDI	GO:0005575|0.830	GO:0110165|0.800	GO:0008150|0.874	GO:0009987|0.446
RM13_DROME	GO:0005575|0.484	GO:0110165|0.484	GO:0008150|0.572
U2A2A_ARATH	GO:0005575|0.776	GO:0110165|0.736	GO:0008150|0.781	GO:0009987|0.364
RED1_YEAST	GO:0005575|0.842	GO:0110165|0.812	GO:0008150|0.843	GO:0009987|0.484
OR1A2_HUMAN	GO:0005575|0.600	GO:0110165|0.548	GO:0008150|0.771
ZAR1_DANRE	GO:0005575|0.830	GO:0110165|0.818	GO:0008150|0.741	GO:0009987|0.302
TTL4_ARATH	GO:0005575|0.849	GO:0110165|0.822	GO:0008150|0.710
SXT1_TAKPA	GO:0005575|0.850	GO:0110165|0.785	GO:0008150|0.806	GO:0009987|0.342
RL40_HUMAN	GO:0005575|0.708	GO:0110165|0.652	GO:0008150|0.904	GO:0009987|0.614
DRG2_ARATH	GO:0005575|0.773	GO:0110165|0.749	GO:0008150|0.775	GO:0009987|0.351
PP2BA_HUMAN	GO:0005575|0.802	GO:0110165|0.779	GO:0008150|0.706
CYH2_HUMAN	GO:0005575|0.686	GO:0110165|0.610	GO:0008150|0.856	GO:0009987|0.477
UREA_ORYSI	GO:0005575|0.678	GO:0110165|0.653	GO:0008150|0.749
GELS_PIG	GO:0005575|0.782	GO:0110165|0.728	GO:0008150|0.788
VAPB_MOUSE	GO:0005575|0.833	GO:0110165|0.798	GO:0008150|0.715
FAA22_MYCBO	GO:0005575|0.668	GO:0110165|0.655	GO:0008150|0.731
ADA21_HUMAN	GO:0005575|0.676	GO:0110165|0.605	GO:0008150|0.924	GO:0009987|0.517
HXA2_RAT	GO:0005575|0.789	GO:0110165|0.752	GO:0008150|0.827	GO:0009987|0.358
INHBA_MOUSE	GO:0005575|0.726	GO:0110165|0.653	GO:0008150|0.776	GO:0009987|0.359
DCHS_MOUSE	GO:0005575|0.830	GO:0110165|0.789	GO:0008150|0.730
S12A7_RAT	GO:0005575|0.794	GO:0110165|0.743	GO:0008150|0.882	GO:0009987|0.521	GO:0065007|0.317
SYNE3_MOUSE	GO:0005575|0.845	GO:0110165|0.792	GO:0008150|0.779	GO:0009987|0.355
MRGRF_HUMAN	GO:0005575|0.697	GO:0110165|0.692	GO:0008150|0.838	GO:0009987|0.304
BRD7_HUMAN	GO:0005575|0.825	GO:0110165|0.779	GO:0008150|0.781	GO:0009987|0.310
IAA11_ORYSJ	GO:0005575|0.699	GO:0110165|0.652	GO:0008150|0.860	GO:0009987|0.428
CERT_CRIGR	GO:0005575|0.734	GO:0110165|0.648	GO:0008150|0.800	GO:0009987|0.354
JMT_ARATH	GO:0005575|0.694	GO:0110165|0.653	GO:0008150|0.823	GO:0009987|0.366
FIT1_YEAST	GO:0005575|0.777	GO:0110165|0.740	GO:0008150|0.696
CEST_ORYSJ	GO:0005575|0.872	GO:0110165|0.853	GO:0008150|0.625	GO:0016020|0.452
CAN10_RAT	GO:0005575|0.805	GO:0110165|0.751	GO:0008150|0.808	GO:0009987|0.423
MYMT_MYCTU	GO:0005575|0.307	GO:0008150|0.779
FA12_RAT	GO:0005575|0.760	GO:0110165|0.736	GO:0008150|0.851	GO:0009987|0.394
YEC6_SCHPO	GO:0005575|0.736	GO:0110165|0.719	GO:0008150|0.807
CTNB1_MOUSE	GO:0005575|0.731	GO:0110165|0.684	GO:0008150|0.737
C93G2_ORYSJ	GO:0005575|0.831	GO:0110165|0.802	GO:0008150|0.803	GO:0009987|0.336
YTFQ_ECOLI	GO:0005575|0.759	GO:0110165|0.737	GO:0008150|0.812	GO:0009987|0.387
BNIPL_HUMAN	GO:0005575|0.849	GO:0110165|0.815	GO:0008150|0.848	GO:0009987|0.463
PCS_PSEAE	GO:0005575|0.681	GO:0110165|0.664	GO:0008150|0.774	GO:0009987|0.321
ADAM7_RAT	GO:0005575|0.865	GO:0110165|0.828	GO:0008150|0.871	GO:0009987|0.482
SPT2_CHICK	GO:0005575|0.923	GO:0110165|0.905	GO:0008150|0.680
YNP5_CAEEL	GO:0005575|0.773	GO:0110165|0.723	GO:0008150|0.661
OB56H_DROME	GO:0005575|0.669	GO:0110165|0.669	GO:0008150|0.864	GO:0009987|0.350
PCMA_XANP2	GO:0005575|0.652	GO:0110165|0.559	GO:0008150|0.738
SHRM4_HUMAN	GO:0005575|0.876	GO:0110165|0.868	GO:0008150|0.885	GO:0009987|0.430
RTP1_HUMAN	GO:0005575|0.823	GO:0110165|0.766	GO:0008150|0.780	GO:0009987|0.342
LPLA2_STAAM	GO:0005575|0.728	GO:0110165|0.688	GO:0008150|0.817	GO:0009987|0.402
PPT1_YEAST	GO:0005575|0.740	GO:0110165|0.677	GO:0008150|0.772	GO:0009987|0.331
KRA15_HUMAN	GO:0005575|0.606	GO:0110165|0.570	GO:0032501|0.359	GO:0008150|0.957	GO:0009987|0.666
OSTB_SCHPO	GO:0005575|0.812	GO:0110165|0.801	GO:0008150|0.755
TCX2_ARATH	GO:0005575|0.825	GO:0110165|0.763	GO:0008150|0.863	GO:0009987|0.487
PGK_LACLA	GO:0005575|0.753	GO:0110165|0.733	GO:0008150|0.608
CC85B_HUMAN	GO:0005575|0.780	GO:0110165|0.771	GO:0008150|0.852	GO:0009987|0.417
RPN1_HUMAN	GO:0005575|0.771	GO:0110165|0.764	GO:0008150|0.745
NLPA_ECOLI	GO:0005575|0.776	GO:0110165|0.766	GO:0008150|0.807	GO:0009987|0.352
ACH6_CAEEL	GO:0005575|0.782	GO:0110165|0.716	GO:0008150|0.876	GO:0009987|0.486
RB47A_ARATH	GO:0005575|0.610	GO:0110165|0.553	GO:0003674|0.319	GO:0008150|0.918	GO:0009987|0.500
DOK3_HUMAN	GO:0005575|0.700	GO:0110165|0.652	GO:0008150|0.881	GO:0009987|0.485
HYCH_ECOLI	GO:0005575|0.467	GO:0110165|0.413	GO:0008150|0.814	GO:0009987|0.326
GRIK5_RAT	GO:0005575|0.845	GO:0110165|0.810	GO:0008150|0.852	GO:0009987|0.450
ECA4_ARATH	GO:0005575|0.715	GO:0110165|0.659	GO:0008150|0.864	GO:0009987|0.383
RD21L_MOUSE	GO:0005575|0.861	GO:0110165|0.825	GO:0008150|0.906	GO:0009987|0.614
ITA4_DROME	GO:0005575|0.846	GO:0110165|0.810	GO:0008150|0.848	GO:0009987|0.349
C170L_HUMAN	GO:0005575|0.757	GO:0110165|0.722	GO:0008150|0.744
DNS2A_HUMAN	GO:0005575|0.726	GO:0110165|0.664	GO:0008150|0.865	GO:0009987|0.325
EMB30_CAEEL	GO:0005575|0.782	GO:0110165|0.743	GO:0008150|0.820	GO:0009987|0.375
LIMS1_HUMAN	GO:0005575|0.673	GO:0110165|0.648	GO:0008150|0.892	GO:0009987|0.506
FACR1_MOUSE	GO:0005575|0.672	GO:0110165|0.615	GO:0008150|0.690
CNGC7_ARATH	GO:0005575|0.886	GO:0110165|0.852	GO:0008150|0.787	GO:0009987|0.307
TIM22_YEAST	GO:0005575|0.791	GO:0110165|0.753	GO:0008150|0.810	GO:0009987|0.380
LIN2_CAEEL	GO:0005575|0.740	GO:0110165|0.681	GO:0008150|0.765
C42S1_HUMAN	GO:0005575|0.698	GO:0110165|0.614	GO:0008150|0.937	GO:0009987|0.571	GO:0050789|0.318	GO:0065007|0.442
AMI3_MYCTU	GO:0005575|0.655	GO:0110165|0.600	GO:0008150|0.747
RS4A_SCHPO	GO:0005575|0.721	GO:0110165|0.669	GO:0008150|0.790	GO:0009987|0.369
MES3_ARATH	GO:0005575|0.634	GO:0110165|0.603	GO:0008150|0.840	GO:0009987|0.356
PRIA_MYCTU	GO:0005575|0.558	GO:0110165|0.514	GO:0008150|0.742
AGAL_HUMAN	GO:0005575|0.570	GO:0110165|0.498	GO:0008150|0.809	GO:0009987|0.307
DDX25_RAT	GO:0005575|0.765	GO:0110165|0.744	GO:0008150|0.774	GO:0009987|0.358
DUS10_HUMAN	GO:0005575|0.835	GO:0110165|0.807	GO:0008150|0.910	GO:0009987|0.573
GRB10_RAT	GO:0005575|0.860	GO:0110165|0.840	GO:0008150|0.876	GO:0009987|0.532
RL3R1_HUMAN	GO:0005575|0.819	GO:0110165|0.794	GO:0008150|0.850	GO:0009987|0.358
SPR2G_HUMAN	GO:0005575|0.704	GO:0110165|0.672	GO:0008150|0.930	GO:0009987|0.565	GO:0050789|0.345	GO:0065007|0.382
ACON_CANAL	GO:0005575|0.698	GO:0110165|0.664	GO:0008150|0.727
DOC2B_RAT	GO:0005575|0.823	GO:0110165|0.812	GO:0008150|0.812	GO:0009987|0.407
ZDH17_HUMAN	GO:0005575|0.666	GO:0110165|0.632	GO:0008150|0.922	GO:0009987|0.490
FBXL3_MOUSE	GO:0005575|0.769	GO:0110165|0.723	GO:0008150|0.764
HNRPM_MOUSE	GO:0005575|0.640	GO:0110165|0.640	GO:0008150|0.763
SPDEF_HUMAN	GO:0005575|0.729	GO:0110165|0.699	GO:0008150|0.820	GO:0009987|0.337
KRE28_YEAST	GO:0005575|0.692	GO:0110165|0.692	GO:0008150|0.723
BID_RAT	GO:0005575|0.704	GO:0110165|0.662	GO:0008150|0.812	GO:0009987|0.300
DB132_HUMAN	GO:0005575|0.745	GO:0110165|0.673	GO:0008150|0.884	GO:0009987|0.376	GO:0065007|0.318
LAMB3_HUMAN	GO:0005575|0.778	GO:0110165|0.776	GO:0008150|0.875	GO:0009987|0.422
ODP24_ARATH	GO:0005575|0.787	GO:0110165|0.746	GO:0008150|0.808	GO:0009987|0.389
AT74_ARATH	GO:0005575|0.761	GO:0110165|0.745	GO:0008150|0.814	GO:0009987|0.374
MACP2_ARATH	GO:0005575|0.716	GO:0110165|0.658	GO:0008150|0.770
SV91A_DANRE	GO:0005575|0.786	GO:0110165|0.766	GO:0008150|0.805	GO:0009987|0.417
GLR11_ARATH	GO:0005575|0.738	GO:0110165|0.687	GO:0008150|0.738
STLP1_ORYSJ	GO:0005575|0.633	GO:0110165|0.584	GO:0008150|0.675
AP4B1_MOUSE	GO:0005575|0.784	GO:0110165|0.734	GO:0008150|0.833	GO:0009987|0.393
NFKB2_HUMAN	GO:0005575|0.808	GO:0110165|0.791	GO:0008150|0.863	GO:0009987|0.383
HOS15_ARATH	GO:0005575|0.791	GO:0110165|0.726	GO:0008150|0.766	GO:0009987|0.329
SPC98_YEAST	GO:0005575|0.870	GO:0110165|0.833	GO:0008150|0.808	GO:0009987|0.396
SC5A5_HUMAN	GO:0005575|0.808	GO:0110165|0.782	GO:0008150|0.875	GO:0009987|0.425
XYN6_ASPNG	GO:0005575|0.641	GO:0110165|0.577	GO:0008150|0.890	GO:0009987|0.432
ASA1_ORYSJ	GO:0005575|0.692	GO:0110165|0.633	GO:0008150|0.824	GO:0009987|0.324
PDE10_HUMAN	GO:0005575|0.791	GO:0110165|0.776	GO:0008150|0.758	GO:0009987|0.326
PYY_HUMAN	GO:0005575|0.610	GO:0110165|0.577	GO:0008150|0.748
BAG1_ARATH	GO:0005575|0.692	GO:0110165|0.671	GO:0008150|0.645
PSB3_MOUSE	GO:0005575|0.677	GO:0110165|0.677	GO:0008150|0.885	GO:0009987|0.538
KANE_STRKN	GO:0005575|0.691	GO:0110165|0.628	GO:0008150|0.757
INSI2_HUMAN	GO:0005575|0.738	GO:0110165|0.680	GO:0008150|0.789	GO:0009987|0.341
UBP49_HUMAN	GO:0005575|0.757	GO:0110165|0.678	GO:0008150|0.898	GO:0009987|0.503
ODPB_MYCGE	GO:0005575|0.751	GO:0110165|0.722	GO:0008150|0.706
MTHR2_YEAST	GO:0005575|0.747	GO:0110165|0.687	GO:0008150|0.794	GO:0009987|0.351
TAF5L_MOUSE	GO:0005575|0.786	GO:0110165|0.732	GO:0008150|0.811	GO:0009987|0.374
ELFG_ECOLI	GO:0005575|0.766	GO:0110165|0.754	GO:0008150|0.697
POPD1_HUMAN	GO:0005575|0.830	GO:0110165|0.785	GO:0008150|0.864	GO:0009987|0.497
CWP06_SOLLC	GO:0005575|0.683	GO:0110165|0.683	GO:0008150|0.947	GO:0009987|0.484	GO:0050896|0.755	GO:0050789|0.756	GO:0065007|0.774	GO:0006950|0.722	GO:0009605|0.482	GO:0098542|0.363	GO:0043207|0.363	GO:0006952|0.681	GO:0044419|0.363	GO:0051707|0.363	GO:0009607|0.363	GO:0005576|0.683
MAB21_CAEEL	GO:0005575|0.683	GO:0110165|0.618	GO:0008150|0.845	GO:0009987|0.445
BIOY2_LACLM	GO:0005575|0.766	GO:0110165|0.725	GO:0008150|0.756	GO:0009987|0.305
FXL16_HUMAN	GO:0005575|0.768	GO:0110165|0.725	GO:0008150|0.879	GO:0009987|0.512
DNJC3_RAT	GO:0005575|0.788	GO:0110165|0.746	GO:0008150|0.784	GO:0009987|0.346
FUT7_MOUSE	GO:0005575|0.781	GO:0110165|0.732	GO:0008150|0.808	GO:0009987|0.379
YCVB_SCHPO	GO:0005575|0.752	GO:0110165|0.687	GO:0008150|0.708	GO:0009987|0.307
MTCH1_MOUSE	GO:0005575|0.805	GO:0110165|0.747	GO:0008150|0.877	GO:0009987|0.484
MGME1_HUMAN	GO:0005575|0.802	GO:0110165|0.788	GO:0008150|0.817	GO:0009987|0.386
ARX_MOUSE	GO:0005575|0.866	GO:0110165|0.851	GO:0008150|0.814	GO:0009987|0.402
LV743_HUMAN	GO:0005575|0.708	GO:0110165|0.647	GO:0008150|0.897	GO:0009987|0.405	GO:0050896|0.329	GO:0005576|0.411
WNT4_HUMAN	GO:0005575|0.838	GO:0110165|0.789	GO:0008150|0.897	GO:0009987|0.554
NUP62_RAT	GO:0005575|0.899	GO:0110165|0.873	GO:0008150|0.753
HIS8_ECOLI	GO:0005575|0.719	GO:0110165|0.682	GO:0008150|0.873	GO:0009987|0.529
SUC5_ARATH	GO:0005575|0.809	GO:0110165|0.771	GO:0008150|0.735
FA72C_HUMAN	GO:0005575|0.722	GO:0110165|0.715	GO:0008150|0.876	GO:0009987|0.475
YD306_YEAST	GO:0005575|0.773	GO:0110165|0.715	GO:0008150|0.731	GO:0009987|0.314
KSHA4_RHORH	GO:0005575|0.454	GO:0110165|0.401	GO:0008150|0.881	GO:0009987|0.446
KCNQ1_RAT	GO:0005575|0.856	GO:0110165|0.838	GO:0008150|0.846	GO:0009987|0.439
RIR1_BACSU	GO:0005575|0.770	GO:0110165|0.730	GO:0008150|0.822	GO:0009987|0.318
YP108_YEAST	GO:0005575|0.869	GO:0110165|0.838	GO:0008150|0.895	GO:0009987|0.624	GO:0050789|0.356	GO:0065007|0.395
PDGFA_RAT	GO:0005575|0.744	GO:0110165|0.744	GO:0008150|0.841	GO:0009987|0.339
YJX1_SCHPO	GO:0005575|0.703	GO:0110165|0.641	GO:0008150|0.816	GO:0009987|0.353
MACIR_MOUSE	GO:0005575|0.732	GO:0110165|0.730	GO:0008150|0.802	GO:0009987|0.405
GATA2_RAT	GO:0005575|0.689	GO:0110165|0.652	GO:0008150|0.878	GO:0009987|0.455
CERS4_MOUSE	GO:0005575|0.762	GO:0110165|0.751	GO:0008150|0.871	GO:0009987|0.390
SRRM1_MOUSE	GO:0005575|0.927	GO:0110165|0.916	GO:0008150|0.581	GO:0016020|0.304
HS25P_ARATH	GO:0005575|0.802	GO:0110165|0.763	GO:0008150|0.859	GO:0009987|0.398
PPK23_SCHPO	GO:0005575|0.675	GO:0110165|0.632	GO:0008150|0.847	GO:0009987|0.517
ATG7_RAT	GO:0005575|0.771	GO:0110165|0.763	GO:0008150|0.814	GO:0009987|0.337
SWT14_ARATH	GO:0005575|0.840	GO:0110165|0.816	GO:0008150|0.781	GO:0016020|0.355	GO:0009987|0.313
SWET9_ARATH	GO:0005575|0.851	GO:0110165|0.810	GO:0008150|0.804	GO:0009987|0.335
H12_MOUSE	GO:0005575|0.839	GO:0110165|0.828	GO:0008150|0.634
YN29_SCHPO	GO:0005575|0.773	GO:0110165|0.757	GO:0008150|0.846	GO:0009987|0.412
PSA4_DICDI	GO:0005575|0.722	GO:0110165|0.688	GO:0008150|0.676
NUDC1_HUMAN	GO:0005575|0.748	GO:0110165|0.691	GO:0008150|0.847	GO:0009987|0.394
AROH_ECOLI	GO:0005575|0.638	GO:0110165|0.560	GO:0008150|0.910	GO:0009987|0.583
FCP1_SCHPO	GO:0005575|0.829	GO:0110165|0.806	GO:0008150|0.778	GO:0009987|0.327
NPAS3_MOUSE	GO:0005575|0.858	GO:0110165|0.831	GO:0008150|0.781	GO:0009987|0.307
KACL_STRKN	GO:0005575|0.658	GO:0110165|0.624	GO:0008150|0.801	GO:0009987|0.337
SO4A1_HUMAN	GO:0005575|0.827	GO:0110165|0.809	GO:0008150|0.911	GO:0009987|0.519
CYP40_ARATH	GO:0005575|0.687	GO:0110165|0.661	GO:0008150|0.663
RS25_MOUSE	GO:0005575|0.914	GO:0110165|0.893	GO:0008150|0.736	GO:0009987|0.415
SMU2_CAEEL	GO:0005575|0.758	GO:0110165|0.720	GO:0008150|0.614
FABPH_MOUSE	GO:0005575|0.839	GO:0110165|0.795	GO:0008150|0.856	GO:0009987|0.535
YL056_YEAST	GO:0005575|0.743	GO:0110165|0.700	GO:0008150|0.831	GO:0009987|0.403
GABP2_HUMAN	GO:0005575|0.740	GO:0110165|0.714	GO:0008150|0.704
AT1B1_RABIT	GO:0005575|0.804	GO:0110165|0.754	GO:0008150|0.765	GO:0009987|0.352
CUP_DROME	GO:0005575|0.780	GO:0110165|0.735	GO:0032501|0.359	GO:0008150|0.945	GO:0009987|0.713	GO:0050789|0.479	GO:0065007|0.528
PGLR1_ASPOR	GO:0005575|0.786	GO:0110165|0.760	GO:0008150|0.782
EGON_DROME	GO:0005575|0.713	GO:0110165|0.652	GO:0008150|0.841	GO:0009987|0.471
HSP71_CANAL	GO:0005575|0.843	GO:0110165|0.819	GO:0008150|0.771
CBADH_PSEUC	GO:0005575|0.606	GO:0110165|0.546	GO:0008150|0.680
ERG24_MOUSE	GO:0005575|0.716	GO:0110165|0.638	GO:0008150|0.901	GO:0009987|0.486
CAMP_MOUSE	GO:0005575|0.860	GO:0110165|0.830	GO:0008150|0.819	GO:0009987|0.301
NOCT_HUMAN	GO:0005575|0.777	GO:0110165|0.753	GO:0008150|0.819	GO:0009987|0.322
E1174_IXORI	GO:0005575|0.699	GO:0110165|0.652	GO:0008150|0.836	GO:0009987|0.335
FGD_MYCTU	GO:0005575|0.707	GO:0110165|0.631	GO:0008150|0.698
SARM1_DANRE	GO:0005575|0.794	GO:0110165|0.760	GO:0008150|0.811	GO:0009987|0.368
SDE2_HUMAN	GO:0005575|0.731	GO:0110165|0.685	GO:0008150|0.720
AR6P4_HUMAN	GO:0005575|0.756	GO:0110165|0.731	GO:0008150|0.773	GO:0009987|0.329
Y8495_DICDI	GO:0005575|0.869	GO:0110165|0.852	GO:0008150|0.870	GO:0009987|0.400
MFAP4_BOVIN	GO:0005575|0.761	GO:0110165|0.719	GO:0008150|0.826	GO:0009987|0.371
CP4E2_DROME	GO:0005575|0.720	GO:0110165|0.699	GO:0008150|0.685
AB9C_ARATH	GO:0005575|0.821	GO:0110165|0.809	GO:0008150|0.841
